start_tsc 9263541789443575 start_tsp 1739292286982504362
NODE_N=50
Initialization...
setting device 0 with name NVIDIA A100-PCIE-40GB
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 3200000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_SIZE = 6400000 B
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 250
CUPTI_ACTIVITY_ATTR_DEVICE_BUFFER_POOL_LIMIT = 500
OK, begin to generate orders.
CPU_Times,1739292287507620352,1739292288044127744,536507392
Overlap_Times,0,0,0
RUNTIME cudaMalloc_v3020 (cbid=20), 1739292287507631134,1739292287507770316,139182, process 3626769, thread 2732793856, correlation 1
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043836232,1739292288043836442,210, process 3626769, thread 2732793856, correlation 34425
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043836562,1739292288043836753,191, process 3626769, thread 2732793856, correlation 34426
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043836813,1739292288043836913,100, process 3626769, thread 2732793856, correlation 34427
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043836973,1739292288043837184,211, process 3626769, thread 2732793856, correlation 34428
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043837244,1739292288043837735,491, process 3626769, thread 2732793856, correlation 34429
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043838386,1739292288043838496,110, process 3626769, thread 2732793856, correlation 34430
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043838556,1739292288043838646,90, process 3626769, thread 2732793856, correlation 34431
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043838706,1739292288043838917,211, process 3626769, thread 2732793856, correlation 34432
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043839047,1739292288043839238,191, process 3626769, thread 2732793856, correlation 34433
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043839298,1739292288043839388,90, process 3626769, thread 2732793856, correlation 34434
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043839458,1739292288043839658,200, process 3626769, thread 2732793856, correlation 34435
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043839719,1739292288043839929,210, process 3626769, thread 2732793856, correlation 34436
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043840199,1739292288043840320,121, process 3626769, thread 2732793856, correlation 34437
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043840380,1739292288043840470,90, process 3626769, thread 2732793856, correlation 34438
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043840530,1739292288043840740,210, process 3626769, thread 2732793856, correlation 34439
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043840861,1739292288043841061,200, process 3626769, thread 2732793856, correlation 34440
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043841121,1739292288043841211,90, process 3626769, thread 2732793856, correlation 34441
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043841271,1739292288043841482,211, process 3626769, thread 2732793856, correlation 34442
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043841542,1739292288043841752,210, process 3626769, thread 2732793856, correlation 34443
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043842023,1739292288043842133,110, process 3626769, thread 2732793856, correlation 34444
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043842193,1739292288043842283,90, process 3626769, thread 2732793856, correlation 34445
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043842464,1739292288043842674,210, process 3626769, thread 2732793856, correlation 34446
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043842824,1739292288043843005,181, process 3626769, thread 2732793856, correlation 34447
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043843205,1739292288043843466,261, process 3626769, thread 2732793856, correlation 34448
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043843526,1739292288043843736,210, process 3626769, thread 2732793856, correlation 34449
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043843786,1739292288043843987,201, process 3626769, thread 2732793856, correlation 34450
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043844467,1739292288043844577,110, process 3626769, thread 2732793856, correlation 34451
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043844768,1739292288043844868,100, process 3626769, thread 2732793856, correlation 34452
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043844928,1739292288043845139,211, process 3626769, thread 2732793856, correlation 34453
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043845399,1739292288043845579,180, process 3626769, thread 2732793856, correlation 34454
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043845650,1739292288043845740,90, process 3626769, thread 2732793856, correlation 34455
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043845960,1739292288043846171,211, process 3626769, thread 2732793856, correlation 34456
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043846381,1739292288043846571,190, process 3626769, thread 2732793856, correlation 34457
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043846852,1739292288043846962,110, process 3626769, thread 2732793856, correlation 34458
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043847142,1739292288043847253,111, process 3626769, thread 2732793856, correlation 34459
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043847443,1739292288043847643,200, process 3626769, thread 2732793856, correlation 34460
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043847794,1739292288043847984,190, process 3626769, thread 2732793856, correlation 34461
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043848164,1739292288043848264,100, process 3626769, thread 2732793856, correlation 34462
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043848325,1739292288043848535,210, process 3626769, thread 2732793856, correlation 34463
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043848715,1739292288043848916,201, process 3626769, thread 2732793856, correlation 34464
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043850128,1739292288043850238,110, process 3626769, thread 2732793856, correlation 34465
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043850308,1739292288043850399,91, process 3626769, thread 2732793856, correlation 34466
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043850609,1739292288043850819,210, process 3626769, thread 2732793856, correlation 34467
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043851090,1739292288043851280,190, process 3626769, thread 2732793856, correlation 34468
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043851340,1739292288043851441,101, process 3626769, thread 2732793856, correlation 34469
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043851641,1739292288043851851,210, process 3626769, thread 2732793856, correlation 34470
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043851911,1739292288043852102,191, process 3626769, thread 2732793856, correlation 34471
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043852483,1739292288043852583,100, process 3626769, thread 2732793856, correlation 34472
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043852643,1739292288043852743,100, process 3626769, thread 2732793856, correlation 34473
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043852803,1739292288043853013,210, process 3626769, thread 2732793856, correlation 34474
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043853134,1739292288043853334,200, process 3626769, thread 2732793856, correlation 34475
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043853394,1739292288043853494,100, process 3626769, thread 2732793856, correlation 34476
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043853554,1739292288043853765,211, process 3626769, thread 2732793856, correlation 34477
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043853825,1739292288043854025,200, process 3626769, thread 2732793856, correlation 34478
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043854306,1739292288043854416,110, process 3626769, thread 2732793856, correlation 34479
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043854476,1739292288043854566,90, process 3626769, thread 2732793856, correlation 34480
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043854627,1739292288043854837,210, process 3626769, thread 2732793856, correlation 34481
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043854967,1739292288043855157,190, process 3626769, thread 2732793856, correlation 34482
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043855217,1739292288043855318,101, process 3626769, thread 2732793856, correlation 34483
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043855378,1739292288043855588,210, process 3626769, thread 2732793856, correlation 34484
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043855648,1739292288043855849,201, process 3626769, thread 2732793856, correlation 34485
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043856520,1739292288043856620,100, process 3626769, thread 2732793856, correlation 34486
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043856690,1739292288043856780,90, process 3626769, thread 2732793856, correlation 34487
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043856841,1739292288043857051,210, process 3626769, thread 2732793856, correlation 34488
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043857181,1739292288043857372,191, process 3626769, thread 2732793856, correlation 34489
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043857432,1739292288043857532,100, process 3626769, thread 2732793856, correlation 34490
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043857592,1739292288043857802,210, process 3626769, thread 2732793856, correlation 34491
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043857853,1739292288043858063,210, process 3626769, thread 2732793856, correlation 34492
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043858343,1739292288043858444,101, process 3626769, thread 2732793856, correlation 34493
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043858504,1739292288043858604,100, process 3626769, thread 2732793856, correlation 34494
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043858664,1739292288043858875,211, process 3626769, thread 2732793856, correlation 34495
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043858995,1739292288043859195,200, process 3626769, thread 2732793856, correlation 34496
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043859255,1739292288043859345,90, process 3626769, thread 2732793856, correlation 34497
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043859405,1739292288043859616,211, process 3626769, thread 2732793856, correlation 34498
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043859676,1739292288043859886,210, process 3626769, thread 2732793856, correlation 34499
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043860478,1739292288043860588,110, process 3626769, thread 2732793856, correlation 34500
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043860648,1739292288043860748,100, process 3626769, thread 2732793856, correlation 34501
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043860808,1739292288043861019,211, process 3626769, thread 2732793856, correlation 34502
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043861139,1739292288043861339,200, process 3626769, thread 2732793856, correlation 34503
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043861399,1739292288043861489,90, process 3626769, thread 2732793856, correlation 34504
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043861549,1739292288043861760,211, process 3626769, thread 2732793856, correlation 34505
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043861820,1739292288043862030,210, process 3626769, thread 2732793856, correlation 34506
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043862391,1739292288043862501,110, process 3626769, thread 2732793856, correlation 34507
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043862562,1739292288043862651,89, process 3626769, thread 2732793856, correlation 34508
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043862722,1739292288043862922,200, process 3626769, thread 2732793856, correlation 34509
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043863072,1739292288043863253,181, process 3626769, thread 2732793856, correlation 34510
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043863313,1739292288043863413,100, process 3626769, thread 2732793856, correlation 34511
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043863473,1739292288043863684,211, process 3626769, thread 2732793856, correlation 34512
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043863744,1739292288043863944,200, process 3626769, thread 2732793856, correlation 34513
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043864225,1739292288043864335,110, process 3626769, thread 2732793856, correlation 34514
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043864395,1739292288043864485,90, process 3626769, thread 2732793856, correlation 34515
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043864555,1739292288043864766,211, process 3626769, thread 2732793856, correlation 34516
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043864906,1739292288043865096,190, process 3626769, thread 2732793856, correlation 34517
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043865156,1739292288043865256,100, process 3626769, thread 2732793856, correlation 34518
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043865316,1739292288043865517,201, process 3626769, thread 2732793856, correlation 34519
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043865577,1739292288043865777,200, process 3626769, thread 2732793856, correlation 34520
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043866268,1739292288043866378,110, process 3626769, thread 2732793856, correlation 34521
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043866439,1739292288043866529,90, process 3626769, thread 2732793856, correlation 34522
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043866599,1739292288043866799,200, process 3626769, thread 2732793856, correlation 34523
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043866950,1739292288043867130,180, process 3626769, thread 2732793856, correlation 34524
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043867200,1739292288043867290,90, process 3626769, thread 2732793856, correlation 34525
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043867351,1739292288043867561,210, process 3626769, thread 2732793856, correlation 34526
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043867621,1739292288043867821,200, process 3626769, thread 2732793856, correlation 34527
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043868753,1739292288043868853,100, process 3626769, thread 2732793856, correlation 34528
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043868913,1739292288043869014,101, process 3626769, thread 2732793856, correlation 34529
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043869074,1739292288043869284,210, process 3626769, thread 2732793856, correlation 34530
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043869424,1739292288043869615,191, process 3626769, thread 2732793856, correlation 34531
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043869695,1739292288043869785,90, process 3626769, thread 2732793856, correlation 34532
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043869845,1739292288043870056,211, process 3626769, thread 2732793856, correlation 34533
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043870116,1739292288043870316,200, process 3626769, thread 2732793856, correlation 34534
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043870767,1739292288043870867,100, process 3626769, thread 2732793856, correlation 34535
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043870927,1739292288043871027,100, process 3626769, thread 2732793856, correlation 34536
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043871087,1739292288043871298,211, process 3626769, thread 2732793856, correlation 34537
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043871418,1739292288043871608,190, process 3626769, thread 2732793856, correlation 34538
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043871668,1739292288043871769,101, process 3626769, thread 2732793856, correlation 34539
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043871829,1739292288043872039,210, process 3626769, thread 2732793856, correlation 34540
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043872099,1739292288043872300,201, process 3626769, thread 2732793856, correlation 34541
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043872991,1739292288043873101,110, process 3626769, thread 2732793856, correlation 34542
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043873161,1739292288043873262,101, process 3626769, thread 2732793856, correlation 34543
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043873322,1739292288043873522,200, process 3626769, thread 2732793856, correlation 34544
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043873672,1739292288043873863,191, process 3626769, thread 2732793856, correlation 34545
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043873923,1739292288043874023,100, process 3626769, thread 2732793856, correlation 34546
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043874083,1739292288043874293,210, process 3626769, thread 2732793856, correlation 34547
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043874353,1739292288043874564,211, process 3626769, thread 2732793856, correlation 34548
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043874834,1739292288043874955,121, process 3626769, thread 2732793856, correlation 34549
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043875015,1739292288043875115,100, process 3626769, thread 2732793856, correlation 34550
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043875175,1739292288043875375,200, process 3626769, thread 2732793856, correlation 34551
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043875526,1739292288043875716,190, process 3626769, thread 2732793856, correlation 34552
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043875776,1739292288043875876,100, process 3626769, thread 2732793856, correlation 34553
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043875936,1739292288043876147,211, process 3626769, thread 2732793856, correlation 34554
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043876207,1739292288043876417,210, process 3626769, thread 2732793856, correlation 34555
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043877409,1739292288043877519,110, process 3626769, thread 2732793856, correlation 34556
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043877580,1739292288043877680,100, process 3626769, thread 2732793856, correlation 34557
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043877740,1739292288043877950,210, process 3626769, thread 2732793856, correlation 34558
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043878091,1739292288043878291,200, process 3626769, thread 2732793856, correlation 34559
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043878351,1739292288043878451,100, process 3626769, thread 2732793856, correlation 34560
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043878512,1739292288043878712,200, process 3626769, thread 2732793856, correlation 34561
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043878772,1739292288043878982,210, process 3626769, thread 2732793856, correlation 34562
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043879313,1739292288043879423,110, process 3626769, thread 2732793856, correlation 34563
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043879483,1739292288043879574,91, process 3626769, thread 2732793856, correlation 34564
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043879643,1739292288043879844,201, process 3626769, thread 2732793856, correlation 34565
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043879974,1739292288043880164,190, process 3626769, thread 2732793856, correlation 34566
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043880225,1739292288043880325,100, process 3626769, thread 2732793856, correlation 34567
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043880385,1739292288043880595,210, process 3626769, thread 2732793856, correlation 34568
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043880656,1739292288043880856,200, process 3626769, thread 2732793856, correlation 34569
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043881136,1739292288043881246,110, process 3626769, thread 2732793856, correlation 34570
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043881307,1739292288043881407,100, process 3626769, thread 2732793856, correlation 34571
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043881467,1739292288043881667,200, process 3626769, thread 2732793856, correlation 34572
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043881828,1739292288043882018,190, process 3626769, thread 2732793856, correlation 34573
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043882078,1739292288043882178,100, process 3626769, thread 2732793856, correlation 34574
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043882239,1739292288043882449,210, process 3626769, thread 2732793856, correlation 34575
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043882509,1739292288043882709,200, process 3626769, thread 2732793856, correlation 34576
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043882990,1739292288043883100,110, process 3626769, thread 2732793856, correlation 34577
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043883160,1739292288043883260,100, process 3626769, thread 2732793856, correlation 34578
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043883321,1739292288043883531,210, process 3626769, thread 2732793856, correlation 34579
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043883671,1739292288043883862,191, process 3626769, thread 2732793856, correlation 34580
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043883922,1739292288043884022,100, process 3626769, thread 2732793856, correlation 34581
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043884082,1739292288043884292,210, process 3626769, thread 2732793856, correlation 34582
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043884352,1739292288043884553,201, process 3626769, thread 2732793856, correlation 34583
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043885855,1739292288043885966,111, process 3626769, thread 2732793856, correlation 34584
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043886026,1739292288043886126,100, process 3626769, thread 2732793856, correlation 34585
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043886186,1739292288043886386,200, process 3626769, thread 2732793856, correlation 34586
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043886536,1739292288043886727,191, process 3626769, thread 2732793856, correlation 34587
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043886787,1739292288043886887,100, process 3626769, thread 2732793856, correlation 34588
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043886947,1739292288043887158,211, process 3626769, thread 2732793856, correlation 34589
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043887218,1739292288043887418,200, process 3626769, thread 2732793856, correlation 34590
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043887759,1739292288043887859,100, process 3626769, thread 2732793856, correlation 34591
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043887919,1739292288043888009,90, process 3626769, thread 2732793856, correlation 34592
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043888070,1739292288043888280,210, process 3626769, thread 2732793856, correlation 34593
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043888430,1739292288043888620,190, process 3626769, thread 2732793856, correlation 34594
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043888680,1739292288043888781,101, process 3626769, thread 2732793856, correlation 34595
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043888841,1739292288043889051,210, process 3626769, thread 2732793856, correlation 34596
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043889111,1739292288043889312,201, process 3626769, thread 2732793856, correlation 34597
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043889813,1739292288043889923,110, process 3626769, thread 2732793856, correlation 34598
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043890003,1739292288043890093,90, process 3626769, thread 2732793856, correlation 34599
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043890153,1739292288043890364,211, process 3626769, thread 2732793856, correlation 34600
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043890504,1739292288043890694,190, process 3626769, thread 2732793856, correlation 34601
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043890764,1739292288043890865,101, process 3626769, thread 2732793856, correlation 34602
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043890925,1739292288043891135,210, process 3626769, thread 2732793856, correlation 34603
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043891205,1739292288043891406,201, process 3626769, thread 2732793856, correlation 34604
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043892808,1739292288043892919,111, process 3626769, thread 2732793856, correlation 34605
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043892979,1739292288043893069,90, process 3626769, thread 2732793856, correlation 34606
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043893129,1739292288043893339,210, process 3626769, thread 2732793856, correlation 34607
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043893469,1739292288043893650,181, process 3626769, thread 2732793856, correlation 34608
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043893720,1739292288043893820,100, process 3626769, thread 2732793856, correlation 34609
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043893880,1739292288043894091,211, process 3626769, thread 2732793856, correlation 34610
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043894151,1739292288043894351,200, process 3626769, thread 2732793856, correlation 34611
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043894962,1739292288043895072,110, process 3626769, thread 2732793856, correlation 34612
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043895133,1739292288043895223,90, process 3626769, thread 2732793856, correlation 34613
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043895293,1739292288043895503,210, process 3626769, thread 2732793856, correlation 34614
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043895654,1739292288043895834,180, process 3626769, thread 2732793856, correlation 34615
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043895894,1739292288043895994,100, process 3626769, thread 2732793856, correlation 34616
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043896054,1739292288043896265,211, process 3626769, thread 2732793856, correlation 34617
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043896325,1739292288043896525,200, process 3626769, thread 2732793856, correlation 34618
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043896796,1739292288043896906,110, process 3626769, thread 2732793856, correlation 34619
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043896966,1739292288043897076,110, process 3626769, thread 2732793856, correlation 34620
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043897136,1739292288043897347,211, process 3626769, thread 2732793856, correlation 34621
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043897467,1739292288043897668,201, process 3626769, thread 2732793856, correlation 34622
RUNTIME cudaDeviceSynchronize_v3020 (cbid=165), 1739292288043897748,1739292288043897838,90, process 3626769, thread 2732793856, correlation 34623
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043897898,1739292288043898108,210, process 3626769, thread 2732793856, correlation 34624
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043898169,1739292288043898369,200, process 3626769, thread 2732793856, correlation 34625
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043898639,1739292288043898739,100, process 3626769, thread 2732793856, correlation 34626
RUNTIME cudaMemset_v3020 (cbid=49), 1739292288043898799,1739292288043898900,101, process 3626769, thread 2732793856, correlation 34627
RUNTIME cudaMemcpy_v3020 (cbid=31), 1739292288043898960,1739292288043899170,210, process 3626769, thread 2732793856, correlation 34628
RUNTIME cudaLaunchKernel_v7000 (cbid=211), 1739292288043899291,1739292288043899481,190, process 3626769, thread 2732793856, correlation 34629
